id,name,game,follower_count,avg_viewers
1333,Shroud,World of Warcraft,1441513,36855
1334,Pokimane,Dota 2,8793586,19513
1335,Pokimane,GTA V,4380710,25243
1336,xQc,World of Warcraft,5344739,2065
1337,Asmongold,Valorant,1980242,6914
1338,xQc,Call of Duty,3488385,44561
1339,Pokimane,League of Legends,7390869,14870
1340,Ninja,Valorant,5939763,16481
1341,xQc,Dota 2,5645770,21355
1342,Summit1G,World of Warcraft,2671265,29597
1343,Tfue,GTA V,2422813,4340
1344,Pokimane,Dota 2,9640842,4197
1345,Rubius,Dota 2,7736872,18511
1346,Rubius,Fortnite,4797195,22880
1347,Summit1G,Valorant,7953596,41245
1348,Pokimane,Call of Duty,8198628,10080
1349,DrDisrespect,Dota 2,8326950,5501
1350,Shroud,Counter-Strike,8830065,20902
1351,Summit1G,Apex Legends,8733236,44894
1352,Shroud,GTA V,4669160,13901
1353,Myth,World of Warcraft,1856151,28235
1354,DrDisrespect,Dota 2,7083760,40439
1355,Myth,Call of Duty,1178996,43629
1356,xQc,Valorant,7833123,45732
1357,Shroud,World of Warcraft,1420452,43963
1358,xQc,League of Legends,7664876,47848
1359,Myth,Dota 2,8090191,35295
1360,Summit1G,Dota 2,1079696,23282
1361,Pokimane,World of Warcraft,7845411,1960
1362,Ninja,Apex Legends,8605962,15299
1363,Myth,GTA V,8922768,49931
1364,Tfue,Call of Duty,2952628,6417
1365,DrDisrespect,Apex Legends,1091954,47221
1366,Pokimane,World of Warcraft,4564457,25206
1367,Asmongold,Valorant,9995074,18581
1368,Rubius,Fortnite,1496216,36980
1369,Shroud,League of Legends,5639107,19782
1370,xQc,Apex Legends,8395719,16261
1371,Myth,GTA V,8766461,35290
1372,Summit1G,Apex Legends,6358961,33187
1373,xQc,Fortnite,2030372,26646
1374,DrDisrespect,Fortnite,4132858,4112
1375,Tfue,Apex Legends,1906844,17438
1376,Ninja,Apex Legends,6892312,40955
1377,Pokimane,GTA V,9187479,10841
1378,Pokimane,Valorant,710876,2201
1379,DrDisrespect,Counter-Strike,3752290,31266
1380,Tfue,Dota 2,4555164,29331
1381,Ninja,League of Legends,4268055,39435
1382,Shroud,GTA V,6088327,20001
1383,Shroud,League of Legends,5595701,7101
1384,Shroud,Dota 2,7349872,43722
1385,Tfue,Counter-Strike,1965942,8913
1386,Summit1G,Call of Duty,9173827,27593
1387,Ninja,Dota 2,7864492,1132
1388,Pokimane,Fortnite,2921845,13089
1389,Ninja,GTA V,7366007,40988
1390,Summit1G,Call of Duty,7197188,49567
1391,Summit1G,League of Legends,7994371,8532
1392,Shroud,Apex Legends,2445945,7673
1393,Shroud,World of Warcraft,8752605,31712
1394,Pokimane,Fortnite,7059584,32477
1395,Myth,Fortnite,5924980,1882
1396,DrDisrespect,Minecraft,5956989,3243
1397,Pokimane,Minecraft,524729,22982
1398,Tfue,GTA V,3074635,46139
1399,Ninja,Fortnite,8668355,28704
1400,DrDisrespect,GTA V,8650017,11704
1401,Asmongold,Valorant,2169958,31019
1402,Ninja,Valorant,4975207,2608
1403,Pokimane,Valorant,7261241,26636
1404,DrDisrespect,Minecraft,7267615,43636
1405,Summit1G,Dota 2,2272407,932
1406,DrDisrespect,Valorant,9690030,22202
1407,Asmongold,GTA V,4633137,36822
1408,Asmongold,Call of Duty,6905997,28110
1409,Myth,World of Warcraft,2245437,16918
1410,Myth,Minecraft,7760635,33553
1411,Rubius,Apex Legends,959770,17607
1412,DrDisrespect,Valorant,2842776,15518
1413,Shroud,Minecraft,1373610,7412
1414,Tfue,Valorant,3139188,31682
1415,Rubius,GTA V,7221402,20437
1416,Shroud,Valorant,8129874,40816
1417,Rubius,Valorant,9076258,21129
1418,DrDisrespect,Dota 2,5032757,17860
1419,DrDisrespect,Valorant,3844495,11566
1420,Summit1G,Fortnite,1957078,30045
1421,Pokimane,Call of Duty,153313,31239
1422,Myth,League of Legends,7721627,21063
1423,Shroud,GTA V,1479092,33722
1424,Rubius,Call of Duty,7327485,18896
1425,Shroud,Minecraft,6581218,41869
1426,DrDisrespect,Fortnite,5165698,19997
1427,Shroud,Fortnite,5319809,25413
1428,Ninja,Counter-Strike,4063580,30440
1429,Pokimane,Fortnite,5816659,48873
1430,Summit1G,Dota 2,2591785,49689
1431,Summit1G,Valorant,9297181,16083
1432,Pokimane,Call of Duty,474189,36099
1433,Pokimane,World of Warcraft,4370982,49773
1434,Asmongold,GTA V,8937830,21779
1435,Asmongold,Valorant,3439743,5454
1436,Shroud,Call of Duty,2204810,39251
1437,Rubius,Call of Duty,2959675,11666
1438,Tfue,Apex Legends,2536364,27270
1439,Myth,Counter-Strike,7104777,42471
1440,Myth,Counter-Strike,7257343,33836
1441,Pokimane,Valorant,4350156,36849
1442,Asmongold,League of Legends,4074402,18530
1443,Ninja,Dota 2,3566993,44010
1444,xQc,GTA V,2350133,33297
1445,Tfue,Apex Legends,7452091,35085
1446,xQc,Fortnite,8807939,36111
1447,DrDisrespect,Valorant,5503347,29258
1448,Pokimane,GTA V,3996901,49919
1449,Shroud,World of Warcraft,1425009,26394
1450,Rubius,Call of Duty,6243373,9119
1451,DrDisrespect,Valorant,2520176,42738
1452,xQc,Call of Duty,9778897,44134
1453,Summit1G,Minecraft,9110141,21034
1454,Rubius,Apex Legends,2813829,48733
1455,Myth,Fortnite,1126816,16162
1456,Tfue,Apex Legends,5918688,35948
1457,Myth,Apex Legends,4762507,30512
1458,Pokimane,Minecraft,1726848,36794
1459,xQc,World of Warcraft,4492623,27125
1460,xQc,Dota 2,6614481,16853
1461,Pokimane,Counter-Strike,6041264,47837
1462,Summit1G,GTA V,6367703,45759
1463,Summit1G,Counter-Strike,4919364,3799
1464,Shroud,League of Legends,6636544,6227
1465,Tfue,Call of Duty,7433594,44429
1466,Rubius,Call of Duty,2140188,47835
1467,DrDisrespect,World of Warcraft,9877248,2762
1468,xQc,Minecraft,7838137,15187
1469,DrDisrespect,World of Warcraft,1451786,17718
1470,Pokimane,Fortnite,5131312,28373
1471,DrDisrespect,Minecraft,5091020,22368
1472,xQc,GTA V,835514,29056
1473,Summit1G,GTA V,5605294,19103
1474,Shroud,World of Warcraft,3802558,20981
1475,DrDisrespect,Apex Legends,9655533,36095
1476,Summit1G,Counter-Strike,7455797,38347
1477,xQc,Valorant,1048976,24421
1478,Myth,Counter-Strike,8741251,44379
1479,Shroud,Dota 2,6384291,9741
1480,Shroud,GTA V,523572,33282
1481,Shroud,Apex Legends,4970550,19242
1482,Tfue,World of Warcraft,4161939,26384
1483,Myth,GTA V,3790285,30169
1484,xQc,World of Warcraft,7312084,45261
1485,Myth,Dota 2,7951486,11250
1486,Myth,World of Warcraft,8849859,45932
1487,xQc,League of Legends,433803,33837
1488,Pokimane,GTA V,2980881,44953
1489,DrDisrespect,GTA V,4508950,5949
1490,Pokimane,Valorant,3930115,48993
1491,Pokimane,Minecraft,596104,1556
1492,Myth,Valorant,855090,34596
1493,Asmongold,League of Legends,4065057,27638
1494,Pokimane,World of Warcraft,412851,1794
1495,xQc,World of Warcraft,1966887,25553
1496,xQc,World of Warcraft,1431464,11435
1497,DrDisrespect,Counter-Strike,7370124,29365
1498,xQc,Valorant,3860563,28641
1499,Asmongold,GTA V,7443816,43758
1500,Ninja,Valorant,5822403,38930
